22.29999924	74.36000061
22.53000069	74.33000183
22.40999985	74.55999756
22.03000069	74.87999725
21.68000031	75.09999847
21.62999916	77.91000366
21.86000061	77.93000031
21.64999962	77.62999725
22.01000023	77.66000366
21.30999947	76.23000336
22.64999962	76.34999847
22.95999908	76.05999756
22.65999985	76.73000336
22.60000038	76.91000366
22.95999908	76.34999847
22.60000038	75.30000305
22.57999992	75.5
22.40999985	74.66000366
22.22999954	75.08000183
22.39999962	75.77999878
22.65999985	74.98000336
22.35000038	77.08000183
22.11000061	76.90000153
22.76000023	77.76000214
22	75
22.97999954	75.76000214
22.70999908	75.80000305
22.54999924	75.76000214
22.78000069	74.58000183
22.11000061	76.73000336
21.82999992	76.36000061
21.70000076	76.23000336
22.26000023	76.02999878
21.86000061	75.95999908
22.12999916	75.59999847
21.80999947	75.61000061
22.20000076	75.58000183
21	75
22.05999947	75.40000153
22.78000069	77.68000031
22.68000031	77.26000214
22.70999908	72.44999695
22.97999954	72.37999725
22.55999947	72.93000031
22.39999962	73
22.40999985	72.90000153
22.29999924	72.59999847
22.46999931	72.80000305
22.54999924	72.43000031
22.5	72.69999695
22.70000076	73.11000061
22.56999969	72.93000031
22.32999992	73.26000214
22.55999947	73.90000153
22.29999924	74.01000214
22.11000061	73.43000031
22.04999924	73.12999725
22.22999954	73.08000183
22.15999985	73.58000183
22.55999947	73.20999908
21.90999985	73.33000183
22.32999992	73.33000183
22	72.86000061
21.62999916	73
21.70000076	72.95999908
21.57999992	72.80999756
22.04999924	72.80000305
21.70999908	73.18000031
21.85000038	72.84999847
21.54999924	73.15000153
20.29999924	73.05000305
22.60000038	74.09999847
22.82999992	74.26999664
22.68000031	74.30000305
22.79999924	74
20.40999985	72.84999847
22.59000015	73.36000061
22.70000076	72.69999695
22.89999962	72.98000336
22.79999924	72.90000153
22.70000076	72.69999695
22.82999992	72.76999664
22.70000076	72.87000275
22.79999924	73.22000122
21.62999916	73.58000183
21.86000061	73.5
21.54999924	73.80000305
21.87999916	73.58000183
20.75	73.36000061
21.5	73.90000153
20.81999969	72.98000336
20.89999962	72.90000153
20.85000038	72.91999817
22.75	73.62999725
22.5	73.5
